ProteinID,902_HET_M_imputed_intensity,903_MUT_M_imputed_intensity,904_HET_M_imputed_intensity,907_MUT_F_imputed_intensity,910_WT_M_imputed_intensity,911_WT_M_imputed_intensity,Entry Name,Protein names
Q8K4J6,13.06513504,13.18473435,12.59223043,12.29736053,12.63318824,12.93079277,MRTFA_MOUSE,Myocardin-related transcription factor A (MRTF-A) (Basic SAP coiled-coil transcription activator) (MKL/myocardin-like protein 1) (Megakaryoblastic leukemia 1 protein homolog) (Megakaryocytic acute leukemia protein homolog)
Q9D7I5,13.06507949,13.11405463,13.79885652,13.71721587,14.16621017,14.05328107,LHPP_MOUSE,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase (EC 3.1.3.-) (EC 3.6.1.1)
Q9QXL1,13.06483032,13.26989955,13.71326836,13.62212047,13.33881993,13.07033398,KI21B_MOUSE,Kinesin-like protein KIF21B (Kinesin-like protein KIF6)
Q64176,13.0607601,13.10179844,13.25158005,13.4763665,13.52720819,12.57256287,EST1E_MOUSE,Carboxylesterase 1E (EC 3.1.1.1) (Egasyn) (Liver carboxylesterase 22) (Es-22) (Esterase-22)
Q924D1,13.05999332,13.111879,13.59151066,12.5129799,11.4702886,12.85429366,Q924D1_MOUSE,"Cytochrome P450 CYP2J9 (Cytochrome P450, family 2, subfamily j, polypeptide 9)"
Q8BKY8,13.05726918,13.80611659,13.55037404,13.76187323,13.64071943,12.74629387,MTEF2_MOUSE,"Transcription termination factor 2, mitochondrial (Mitochondrial transcription termination factor 2) (mTERF2) (mTERF domain-containing protein 3, mitochondrial)"
Q9DB90,13.05681042,13.80179928,13.70979464,13.49736537,13.19270738,13.53712131,SMG9_MOUSE,Nonsense-mediated mRNA decay factor SMG9
Q8CDA1,13.0557942,13.68913533,13.52808777,13.50290637,11.11114039,12.97255625,SAC2_MOUSE,Phosphatidylinositide phosphatase SAC2 (EC 3.1.3.25) (Inositol polyphosphate 5-phosphatase F) (Sac domain-containing inositol phosphatase 2) (Sac domain-containing phosphoinositide 4-phosphatase 2) (hSAC2)
P59913,13.05383427,13.5077451,12.57841751,13.60980205,12.9512246,13.86072813,PCMD1_MOUSE,Protein-L-isoaspartate O-methyltransferase domain-containing protein 1
O70481,13.05057992,13.07925976,13.99703831,12.8978568,12.64369162,13.24059906,UBR1_MOUSE,E3 ubiquitin-protein ligase UBR1 (EC 2.3.2.27) (N-recognin-1) (Ubiquitin-protein ligase E3-alpha-1) (Ubiquitin-protein ligase E3-alpha-I)
E9Q8I9,13.0494538,13.88811536,13.38202954,13.5015511,12.90983497,12.67269494,FRY_MOUSE,Protein furry homolog
Q5NCR9,13.04787029,11.78084464,11.51696066,11.33201442,12.77084423,12.34559652,NSRP1_MOUSE,Nuclear speckle splicing regulatory protein 1 (Coiled-coil domain-containing protein 55) (Nuclear speckle-related protein 70) (NSrp70)
Q2VPU4,13.04617248,12.35262833,12.2611453,12.56320342,14.57775335,13.38929523,MLXIP_MOUSE,MLX-interacting protein (Transcriptional activator MondoA)
Q8K1Y2,13.04450512,13.27097271,13.35445602,12.7267844,11.90291772,13.22751066,KPCD3_MOUSE,Serine/threonine-protein kinase D3 (EC 2.7.11.13) (Protein kinase C nu type) (nPKC-nu)
Q8R0S1,13.04301019,12.61257827,13.35287105,12.84574289,13.85807816,13.26227693,ATF7_MOUSE,Cyclic AMP-dependent transcription factor ATF-7 (cAMP-dependent transcription factor ATF-7) (Activating transcription factor 7) (Transcription factor ATF-A)
Q3TDX8,13.0412844,13.35627314,12.72526187,12.08937418,13.03254514,12.57211043,NB5R4_MOUSE,Cytochrome b5 reductase 4 (EC 1.6.2.2) (Flavohemoprotein b5/b5R) (b5+b5R) (N-terminal cytochrome b5 and cytochrome b5 oxidoreductase domain-containing protein) (cb5/cb5R)
P37172,13.04011331,13.76512031,13.91464674,12.43492268,12.6747153,13.73088404,ACVR1_MOUSE,Activin receptor type-1 (EC 2.7.11.30) (Activin receptor type I) (ACTR-I) (Serine/threonine-protein kinase receptor R1) (SKR1) (TGF-B superfamily receptor type I) (TSR-I) (TSK-7L)
Q8CHW5,13.03920695,12.61424052,13.38235383,11.44725615,11.60977796,12.5017352,BICL2_MOUSE,BICD family-like cargo adapter 2 (Bicaudal D-related protein 2) (BICD-related protein 2) (BICDR-2) (Coiled-coil domain-containing protein 64B)
Q8VCR3,13.03866355,12.24041571,13.67563733,13.27762885,12.29722581,13.83288013,TM242_MOUSE,Transmembrane protein 242
Q9DAM5,13.03751435,12.64451652,13.17296967,11.81106601,12.6680118,13.070879,TPC_MOUSE,Mitochondrial thiamine pyrophosphate carrier (Solute carrier family 25 member 19)
Q62073,13.03601731,12.64066973,12.78948066,12.83400482,12.99577951,13.03827087,M3K7_MOUSE,Mitogen-activated protein kinase kinase kinase 7 (EC 2.7.11.25) (Transforming growth factor-beta-activated kinase 1) (TGF-beta-activated kinase 1)
Q8BG80,13.03524587,13.64701988,13.26850837,13.32051852,11.18264526,13.26554033,FBX46_MOUSE,F-box only protein 46 (F-box only protein 34-like)
A3KGF7,13.03474601,12.07362556,13.22107415,12.58501651,12.93558498,11.47080471,PLCB2_MOUSE,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2 (EC 3.1.4.11) (Phosphoinositide phospholipase C-beta-2) (Phospholipase C-beta-2) (PLC-beta-2)"
Q8BP74,13.03462016,13.70595631,13.67802788,13.87659368,13.05164569,13.4528847,PSTK_MOUSE,L-seryl-tRNA(Sec) kinase (EC 2.7.1.164) (O-phosphoseryl-tRNA(Sec) kinase)
Q64163,13.03098261,13.22188312,12.53835871,13.16676094,13.81494289,13.23329162,TFDP2_MOUSE,Transcription factor Dp-2 (Dp-3) (E2F dimerization partner 2)
Q56A10,13.03030849,13.55257304,12.63437999,12.83562411,12.82478774,13.73785996,ZN608_MOUSE,Zinc finger protein 608
E9Q8D0,13.02908876,12.84884199,13.50315491,13.15078337,12.00752093,13.19627784,DJC21_MOUSE,DnaJ homolog subfamily C member 21
Q8VD75,13.02816853,13.35541993,12.93875626,12.69528702,12.5123232,13.2080194,HIP1_MOUSE,Huntingtin-interacting protein 1 (HIP-1) (Huntingtin-interacting protein I) (HIP-I)
P62500,13.02277698,13.72576032,13.66682315,13.72787792,13.51320944,13.74780486,T22D1_MOUSE,TSC22 domain family protein 1 (Regulatory protein TSC-22) (TGFB-stimulated clone 22 homolog) (TSC22-related inducible leucine zipper 1b) (Transforming growth factor beta-1-induced transcript 4 protein)
Q8BMQ8,13.01960984,12.4731248,12.66317114,12.82939571,12.38454904,12.8476603,MON1B_MOUSE,Vacuolar fusion protein MON1 homolog B
Q8CGI1,13.01832712,11.87318977,13.78647385,12.67264828,13.75450131,12.47691919,F193A_MOUSE,Protein FAM193A
Q9D4J3,13.01323019,12.87902605,13.34958533,12.2684806,12.74036685,13.4691203,DCBD1_MOUSE,"Discoidin, CUB and LCCL domain-containing protein 1"
Q6PD29,13.00977089,11.16500646,12.51957483,12.73892402,13.74360374,12.65312497,ZN513_MOUSE,Zinc finger protein 513
Q9R1K9,13.00801536,13.92937863,13.72456714,14.41182873,14.61160121,13.08526497,CETN2_MOUSE,Centrin-2 (Caltractin isoform 1)
P01849,13.00307513,12.93791405,12.4918005,10.25834486,11.32194684,12.22584307,TRAC_MOUSE,T-cell receptor alpha chain constant
Q9ET78,13.00236322,13.70842652,13.57555106,13.30852391,11.40054895,12.50561806,JPH2_MOUSE,Junctophilin-2 (JP-2) (Junctophilin type 2) [Cleaved into: Junctophilin-2 N-terminal fragment (JP2NT)]
P97865,13.00113898,12.57882317,11.87876748,11.61434415,12.79388478,12.24301746,PEX7_MOUSE,Peroxisomal targeting signal 2 receptor (PTS2 receptor) (Peroxin-7)
Q9EP53,12.99877551,13.74396131,13.4694256,13.95511406,13.18515729,13.62686117,TSC1_MOUSE,Hamartin (Tuberous sclerosis 1 protein homolog)
O54972,12.99500568,14.51821669,13.54404676,13.63223413,11.10593109,14.3331903,MTG16_MOUSE,Protein CBFA2T3 (Eight twenty one protein 2) (MTG8-related protein 2) (Protein ETO-2)
Q80YR4,12.99347978,13.18405554,12.89039159,12.65998475,13.48108043,12.94954588,ZN598_MOUSE,E3 ubiquitin-protein ligase ZNF598 (EC 2.3.2.27) (Zinc finger protein 598)
P97411,12.99310999,13.66895145,13.12582026,13.36925653,13.5715512,13.28973074,ICA69_MOUSE,Islet cell autoantigen 1 (69 kDa islet cell autoantigen) (ICA69) (Islet cell autoantigen p69) (ICAp69) (p69)
Q9JJH7,12.99297196,13.1384798,14.33128087,13.61931442,13.04341184,13.01625464,TRPM5_MOUSE,Transient receptor potential cation channel subfamily M member 5 (Long transient receptor potential channel 5) (LTrpC-5) (LTrpC5) (MLSN1- and TRP-related gene 1 protein)
Q61333,12.99194517,14.11355498,13.16802803,12.80920541,13.35426316,13.26465664,TNAP2_MOUSE,Tumor necrosis factor alpha-induced protein 2 (TNF alpha-induced protein 2) (Primary response gene B94 protein)
P23953,12.99189027,11.93523505,11.17247525,11.41988979,12.41693461,12.29961182,EST1C_MOUSE,Carboxylesterase 1C (EC 3.1.1.1) (Liver carboxylesterase N) (Lung surfactant convertase) (PES-N)
O88838,12.99054011,12.10343261,12.82021487,11.98695735,12.52324829,12.0151637,SPSB2_MOUSE,SPRY domain-containing SOCS box protein 2 (SSB-2) (Gene-rich cluster protein C9)
Q91X86,12.98906448,13.23045732,13.76900099,13.252216,12.63897434,13.89550902,TMM98_MOUSE,Transmembrane protein 98
Q9Z0Y9,12.98873793,13.19704771,12.52605544,13.31230156,13.3646545,13.94157036,NR1H3_MOUSE,Oxysterols receptor LXR-alpha (Liver X receptor alpha) (Nuclear receptor subfamily 1 group H member 3)
A0A140T8N7,12.98730226,13.03844578,15.5203056,12.77213999,12.46078288,13.62866197,A0A140T8N7_MOUSE,Immunoglobulin kappa chain variable 6-25
O35627,12.98706501,13.40131954,13.31965801,13.1782867,13.19665898,12.9674064,NR1I3_MOUSE,Nuclear receptor subfamily 1 group I member 3 (Constitutive androstane receptor) (CAR) (Orphan nuclear receptor MB67)
A2AKB9,12.98687308,12.50406915,13.06989781,12.01118532,11.06715198,12.5715986,DCA10_MOUSE,DDB1- and CUL4-associated factor 10 (WD repeat-containing protein 32)
Q80TA6,12.98674512,13.8379925,12.93894918,13.20971684,13.78318242,13.20361718,MTMRC_MOUSE,Myotubularin-related protein 12 (Inactive phosphatidylinositol 3-phosphatase 12)
Q923Q2,12.98369729,13.77742999,12.87587411,13.52492119,13.7575046,13.32616261,STA13_MOUSE,StAR-related lipid transfer protein 13 (START domain-containing protein 13) (StARD13)
Q9DBB8,12.98369016,11.79397927,10.60668179,12.21432565,10.67385599,12.63453655,DHDH_MOUSE,"Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase (EC 1.3.1.20) (D-xylose 1-dehydrogenase) (D-xylose-NADP dehydrogenase) (EC 1.1.1.179) (Dimeric dihydrodiol dehydrogenase)"
Q8BGW1,12.98219859,13.23619661,12.96847601,11.78744718,13.20827704,12.16996883,FTO_MOUSE,Alpha-ketoglutarate-dependent dioxygenase FTO (Fat mass and obesity-associated protein) (Protein fatso) (U6 small nuclear RNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (EC 1.14.11.-) (U6 small nuclear RNA N(6)-methyladenosine-demethylase FTO) (EC 1.14.11.-) (mRNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (m6A(m)-demethylase FTO) (EC 1.14.11.-) (mRNA N(6)-methyladenosine demethylase FTO) (EC 1.14.11.53) (tRNA N1-methyl adenine demethylase FTO) (EC 1.14.11.-)
Q8K010,12.98141209,12.36240267,11.43377411,12.64573316,12.42504539,11.255365,OPLA_MOUSE,5-oxoprolinase (EC 3.5.2.9) (5-oxo-L-prolinase) (5-OPase) (Pyroglutamase)
P70665,12.97782191,11.47975253,12.11541436,13.21778659,13.554385,13.14526986,SIAE_MOUSE,Sialate O-acetylesterase (SIAE) (EC 3.1.1.53) (Sialic acid-specific 9-O-acetylesterase) (Yolk sac protein 2) [Cleaved into: Sialate O-acetylesterase small subunit; Sialate O-acetylesterase large subunit]
Q6P9L6,12.97555424,13.39237109,13.61562964,13.01063475,12.95009291,13.54099979,KIF15_MOUSE,Kinesin-like protein KIF15 (Kinesin-like protein 2) (Kinesin-like protein 7)
Q80VM4,12.97538586,10.53613545,12.47618927,12.7953883,13.80774734,11.49849702,ZN579_MOUSE,Zinc finger protein 579
Q9Z0M9,12.97060205,10.49736287,12.70507291,11.31297496,12.87272724,12.60152011,I18BP_MOUSE,Interleukin-18-binding protein (IL-18BP) (Interferon gamma-inducing factor-binding protein)
P70451,12.9690303,12.93890876,13.22949329,12.81001927,12.8201707,12.90076305,FER_MOUSE,Tyrosine-protein kinase Fer (EC 2.7.10.2) (Proto-oncogene c-Fer) (p94-Fer)
P62254,12.9666136,12.60937269,13.41415668,13.40029242,13.31213136,13.19218183,UB2G1_MOUSE,"Ubiquitin-conjugating enzyme E2 G1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme G1) (E217K) (UBC7) (Ubiquitin carrier protein G1) (Ubiquitin-protein ligase G1) [Cleaved into: Ubiquitin-conjugating enzyme E2 G1, N-terminally processed]"
A0A338P6K9,12.96490758,13.41217287,13.19069356,12.88510911,13.04726027,13.41074283,QSER1_MOUSE,Glutamine and serine-rich protein 1
Q921I6,12.96416756,14.06500373,13.5622782,13.3790534,13.06022306,13.89280841,SH3B4_MOUSE,SH3 domain-binding protein 4
Q91XD8,12.96130621,11.58883173,11.70923893,12.20343625,11.98901211,11.90763288,S2538_MOUSE,Mitochondrial glycine transporter (Appoptosin) (Solute carrier family 25 member 38)
Q9D241,12.960802,11.69590249,12.81811478,10.93825638,11.56894889,11.91786806,RN186_MOUSE,E3 ubiquitin-protein ligase RNF186 (EC 2.3.2.27) (RING finger protein 186)
Q91V83,12.96047623,13.41205375,13.42500604,12.70750365,12.07139197,12.74529196,TTI1_MOUSE,TELO2-interacting protein 1 homolog
Q8R3F9,12.96034772,12.94457664,13.34019783,12.68274007,12.21896578,13.22497691,STPAP_MOUSE,Speckle targeted PIP5K1A-regulated poly(A) polymerase (Star-PAP) (EC 2.7.7.19) (RNA-binding motif protein 21) (RNA-binding protein 21) (U6 snRNA-specific terminal uridylyltransferase 1) (U6-TUTase) (EC 2.7.7.52)
O55047,12.95990597,13.1578427,12.38262132,12.1505565,12.10358615,12.87216696,TLK2_MOUSE,Serine/threonine-protein kinase tousled-like 2 (EC 2.7.11.1) (PKU-alpha) (Tousled-like kinase 2)
Q8CDC7,12.95886261,13.31325152,13.62452133,12.55038366,12.17580108,13.57832551,ZBTB9_MOUSE,Zinc finger and BTB domain-containing protein 9
B9EKI3,12.95785113,12.13793893,12.78829215,12.47381227,13.0040712,13.15985715,TMF1_MOUSE,TATA element modulatory factor (TMF) (Androgen receptor coactivator 160 kDa protein) (Androgen receptor-associated protein of 160 kDa)
Q9D8L5,12.95331253,12.17357721,11.53154229,12.64343685,13.15096103,13.13062526,CCD91_MOUSE,Coiled-coil domain-containing protein 91 (GGA-binding partner)
Q99L00,12.95015124,13.52118327,13.5923636,13.13959771,13.9323255,14.1642863,HAUS8_MOUSE,HAUS augmin-like complex subunit 8 (HEC1/NDC80-interacting centrosome-associated protein 1) (Sarcoma antigen NY-SAR-48 homolog)
A2AJQ3,12.9485023,12.69599381,13.43302463,12.00387274,11.87969811,11.72786941,D19L4_MOUSE,Probable C-mannosyltransferase DPY19L4 (EC 2.4.1.-) (Dpy-19-like protein 4) (Protein dpy-19 homolog 4)
Q8VCP8,12.94643846,13.02117085,12.35273315,12.7307482,12.60212121,13.66213427,KAD6_MOUSE,Adenylate kinase isoenzyme 6 (AK6) (EC 2.7.4.3) (Coilin-interacting nuclear ATPase protein) (Dual activity adenylate kinase/ATPase) (AK/ATPase)
Q5SV77,12.946369,12.73882271,13.32295621,13.68143609,14.02680006,13.60172437,GGNB2_MOUSE,Gametogenetin-binding protein 2 (Dioxin-inducible factor 3) (DIF-3) (Protein ZNF403)
Q8VHH5,12.9449369,11.85074161,11.1518157,11.56155049,10.56881117,11.06622376,AGAP3_MOUSE,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 (AGAP-3) (CRAM-associated GTPase) (CRAG) (Centaurin-gamma-3) (Cnt-g3) (MR1-interacting protein) (MRIP-1)"
Q8C0L6,12.94392316,11.91129086,12.83013686,12.20618716,12.08489806,11.08262143,PAOX_MOUSE,Peroxisomal N(1)-acetyl-spermine/spermidine oxidase (EC 1.5.3.13) (Polyamine oxidase)
P70444,12.94127874,13.81301957,14.16540167,13.51571216,13.02437786,13.63774563,BID_MOUSE,BH3-interacting domain death agonist (p22 BID) (BID) [Cleaved into: BH3-interacting domain death agonist p15 (p15 BID); BH3-interacting domain death agonist p13 (p13 BID); BH3-interacting domain death agonist p11 (p11 BID)]
Q9Z2A9,12.93829308,11.60389298,13.43997487,11.97625028,11.67295565,13.86586573,GGT5_MOUSE,Glutathione hydrolase 5 proenzyme (EC 3.4.19.13) (Gamma-glutamyl leukotrienase) (GGL) (Gamma-glutamyltransferase 5) (GGT 5) (EC 2.3.2.2) (Gamma-glutamyltransferase-like activity 1) (Gamma-glutamyltranspeptidase 5) (Leukotriene-C4 hydrolase) (EC 3.4.19.14) [Cleaved into: Glutathione hydrolase 5 heavy chain; Glutathione hydrolase 5 light chain]
Q9WTR1,12.93460127,12.7148551,11.66918466,11.32274099,12.05758227,11.68126916,TRPV2_MOUSE,Transient receptor potential cation channel subfamily V member 2 (TrpV2) (Growth factor-regulated calcium channel) (GRC) (Osm-9-like TRP channel 2) (OTRPC2)
Q80U87,12.93405018,13.4111402,12.29899332,13.11296234,13.26403202,13.30879407,UBP8_MOUSE,Ubiquitin carboxyl-terminal hydrolase 8 (EC 3.4.19.12) (Deubiquitinating enzyme 8) (Ubiquitin isopeptidase Y) (mUBPy) (Ubiquitin thioesterase 8) (Ubiquitin-specific-processing protease 8)
Q8BWY9,12.93249714,14.17123936,14.42175585,13.39466365,11.04686515,14.16272175,CIP2A_MOUSE,Protein CIP2A (Cancerous inhibitor of PP2A) (p90 autoantigen homolog)
Q04735,12.93208,12.98845215,12.75649795,12.51873674,12.55276515,12.97749102,CDK16_MOUSE,Cyclin-dependent kinase 16 (EC 2.7.11.22) (CRK5) (Cell division protein kinase 16) (PCTAIRE-motif protein kinase 1) (Serine/threonine-protein kinase PCTAIRE-1)
Q8C5X1,12.92766872,12.96452251,13.61845691,11.50035591,11.21111565,11.81414798,Q8C5X1_MOUSE,Granule associated Rac and RHOG effector 1
Q8VCZ6,12.92667404,14.05690862,13.55794229,13.2637108,13.67957906,13.55009743,SGSM3_MOUSE,Small G protein signaling modulator 3 (RUN and TBC1 domain-containing protein 3)
Q9Z120,12.92534303,12.99798036,13.43117111,12.95149418,12.50211077,13.43694573,TRMB_MOUSE,tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (Methyltransferase-like protein 1) (mRNA (guanine-N(7)-)-methyltransferase) (EC 2.1.1.-) (miRNA (guanine-N(7)-)-methyltransferase) (EC 2.1.1.-) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)
Q924Z6,12.91753245,14.01791321,13.67113191,13.7625689,13.26357878,14.00075708,XPO6_MOUSE,Exportin-6 (Exp6) (Ran-binding protein 20)
Q6A037,12.91559559,13.05218933,12.47774683,12.85414958,13.21395172,12.97004476,N4BP1_MOUSE,NEDD4-binding protein 1 (N4BP1) (EC 3.1.-.-)
P21995,12.91462245,11.29248844,12.23742211,12.40307329,13.58125944,13.04504121,EMB_MOUSE,Embigin (Teratocarcinoma glycoprotein Gp-70)
Q8CJ53,12.91361686,12.61187089,13.69324736,12.83219777,13.23080704,13.8826526,CIP4_MOUSE,Cdc42-interacting protein 4 (Thyroid receptor-interacting protein 10) (TR-interacting protein 10) (TRIP-10)
Q9DBB4,12.91033628,13.12119191,11.88108763,13.42361494,14.28277714,13.02553756,NAA16_MOUSE,"N-alpha-acetyltransferase 16, NatA auxiliary subunit (NMDA receptor-regulated 1-like protein) (NARG1-like protein)"
Q9EQJ0,12.89706076,13.35636943,13.39959837,13.17005806,13.42643512,12.60028927,TPC1_MOUSE,Two pore calcium channel protein 1 (Voltage-dependent calcium channel protein TPC1)
Q8BFS6,12.89530073,12.19213251,13.1586302,13.35977701,12.37555265,12.40055394,CPPED_MOUSE,Serine/threonine-protein phosphatase CPPED1 (EC 3.1.3.16) (Calcineurin-like phosphoesterase domain-containing protein 1)
P70196,12.89069748,13.13954016,11.69332918,11.33919337,13.2564844,12.18376716,TRAF6_MOUSE,TNF receptor-associated factor 6 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (RING-type E3 ubiquitin transferase TRAF6)
P35689,12.89045049,13.40109284,12.56615396,12.98144063,12.75201261,12.84503326,ERCC5_MOUSE,DNA excision repair protein ERCC-5 (EC 3.1.-.-) (DNA repair protein complementing XP-G cells homolog) (Xeroderma pigmentosum group G-complementing protein homolog)
Q9CYK1,12.88868237,13.33520889,12.3415216,13.19470915,12.83336648,11.1935504,SYWM_MOUSE,"Tryptophan--tRNA ligase, mitochondrial (EC 6.1.1.2) ((Mt)TrpRS) (Tryptophanyl-tRNA synthetase) (TrpRS)"
Q8C4B4,12.88475816,13.1704415,13.42748309,13.05455514,13.46421388,13.71255924,U119B_MOUSE,Protein unc-119 homolog B
A0A075B5T5,12.8840547,13.40678962,11.38597255,10.99770391,11.27009862,10.78958255,A0A075B5T5_MOUSE,Immunoglobulin heavy variable V1-5
Q8BP27,12.88267361,13.22937312,13.87677592,12.0493877,11.89623008,13.01439017,SFR1_MOUSE,Swi5-dependent recombination DNA repair protein 1 homolog (Meiosis protein 5 homolog)
Q3UU43,12.87989144,13.02137041,13.11215439,10.37664406,13.74718597,13.05831988,Q3UU43_MOUSE,Hexosyltransferase (EC 2.4.1.-)
Q8VIJ8,12.87982636,12.78347916,12.50599262,13.01792887,13.20382209,12.75776293,NPRL3_MOUSE,GATOR1 complex protein NPRL3 (Nitrogen permease regulator 3-like protein)
Q9ERD8,12.87955453,12.30974349,12.14451167,12.82088697,12.62946819,12.81259449,PARVG_MOUSE,Gamma-parvin
Q6ZPG2,12.8791084,13.31701684,11.83652581,12.53116198,13.42309054,12.71019729,WDR90_MOUSE,WD repeat-containing protein 90
Q5SSF7,12.87793017,13.72792045,13.0960826,13.2497342,11.15830322,12.56594459,TET5C_MOUSE,Terminal nucleotidyltransferase 5C (EC 2.7.7.19)
Q9JHQ5,12.876707,14.16824902,14.01955598,14.5846807,14.51149324,14.68871474,LZTL1_MOUSE,Leucine zipper transcription factor-like protein 1
Q8R3W5,12.87665123,13.06397474,11.18898118,12.43265302,13.26121786,11.751365,SEN15_MOUSE,tRNA-splicing endonuclease subunit Sen15 (tRNA-intron endonuclease Sen15)
Q8BHL5,12.87514266,12.95185476,13.05689169,13.07747,13.71689447,12.88012301,ELMO2_MOUSE,Engulfment and cell motility protein 2 (Protein ced-12 homolog A)
Q6ZPK0,12.87390546,12.659958,12.25853659,13.26914275,13.43267238,13.12368818,PF21A_MOUSE,PHD finger protein 21A (BHC80a) (BRAF35-HDAC complex protein BHC80) (mBHC80)
Q62513,12.86937792,13.00613845,13.56073883,12.07426054,13.65721795,12.94083478,ZN260_MOUSE,Zinc finger protein 260 (Zfp-260)
Q9DA75,12.86690025,12.60609517,12.82534243,11.77798264,12.01303648,13.40470252,NLS1_MOUSE,Sodium-dependent lysophosphatidylcholine symporter 1 (NLS1) (Sodium-dependent LPC symporter 1) (Major facilitator superfamily domain-containing protein 2A) (Mfsd2a)
Q08481,12.86682152,12.16712839,12.97802756,11.79037409,10.58618042,11.85623903,PECA1_MOUSE,Platelet endothelial cell adhesion molecule (PECAM-1) (CD antigen CD31)
P0C7N9,12.86606182,11.49112542,11.10354354,13.63110883,11.51969182,11.37877047,PSMG4_MOUSE,Proteasome assembly chaperone 4 (PAC-4) (mPAC4) (Proteasome chaperone homolog 4) (Pba4)
O55042,12.86427321,12.16813618,12.89656703,12.15082302,12.02144859,12.40688961,SYUA_MOUSE,Alpha-synuclein (Non-A beta component of AD amyloid) (Non-A4 component of amyloid precursor) (NACP)
Q62188,12.86362684,14.29476432,13.78662699,13.95078369,14.09146018,14.27292133,DPYL3_MOUSE,Dihydropyrimidinase-related protein 3 (DRP-3) (Unc-33-like phosphoprotein 1) (ULIP-1)
Q8K0D0,12.86280006,14.18594395,12.77223621,13.34655528,13.49722813,12.49414306,CDK17_MOUSE,Cyclin-dependent kinase 17 (EC 2.7.11.22) (Cell division protein kinase 17) (PCTAIRE-motif protein kinase 2) (Serine/threonine-protein kinase PCTAIRE-2)
Q8K2H3,12.86201156,13.32931985,13.16575495,13.42455998,12.9186173,13.06455753,FA13B_MOUSE,Protein FAM13B
Q8BHC7,12.86013449,13.4979516,14.09856674,13.46922207,12.30342403,13.72748443,RHBL4_MOUSE,Rhomboid-related protein 4 (RRP4) (EC 3.4.21.105) (Rhomboid domain-containing protein 1) (mRHBDD1) (Rhomboid-like protein 4)
Q8BWU8,12.85707708,11.67842762,13.26197148,12.31313246,12.77431761,12.20506928,AT2L1_MOUSE,Ethanolamine-phosphate phospho-lyase (EC 4.2.3.2) (Alanine--glyoxylate aminotransferase 2-like 1)
Q9D9K3,12.85644498,12.6152204,12.27697639,12.5532957,11.30908976,12.55933168,AVEN_MOUSE,Cell death regulator Aven
P10493,12.85616373,13.4278497,10.95262678,13.29720288,12.30494952,12.44119329,NID1_MOUSE,Nidogen-1 (NID-1) (Entactin)
Q9D8Y7,12.85357078,13.51659878,14.08892071,14.23977751,13.27707377,14.15166668,TP8L2_MOUSE,Tumor necrosis factor alpha-induced protein 8-like protein 2 (TIPE2) (TNF alpha-induced protein 8-like protein 2) (TNFAIP8-like protein 2)
Q5NBY9,12.85280452,13.54980873,13.95643061,13.41278153,13.86854286,13.86034016,PATZ1_MOUSE,POZ (BTB) and AT hook-containing zinc finger 1 (BTB/POZ domain zinc finger transcription factor) (Protein kinase A RI subunit alpha-associated protein) (Zinc finger and BTB domain-containing protein 19) (Zinc finger protein 278)
Q9WTR5,12.85229346,12.67062527,12.64750565,12.769592,12.88804684,12.00366196,CAD13_MOUSE,Cadherin-13 (Heart cadherin) (H-cadherin) (Truncated cadherin) (T-cad) (T-cadherin)
Q8R1G1,12.85154995,12.52939395,11.93015545,12.65472105,14.33826283,12.87974979,TASP1_MOUSE,Threonine aspartase 1 (Taspase-1) (EC 3.4.25.-) [Cleaved into: Threonine aspartase subunit alpha; Threonine aspartase subunit beta]
Q923E4,12.844694,12.97827251,12.27873692,12.88607377,12.90224132,13.18333143,SIR1_MOUSE,NAD-dependent protein deacetylase sirtuin-1 (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-1) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 1) (SIR2-like protein 1) (SIR2alpha) (Sir2) (mSIR2a) [Cleaved into: SirtT1 75 kDa fragment (75SirT1)]
Q9D123,12.84268636,12.49950709,12.87029343,11.8255551,13.06665768,11.6110248,TM219_MOUSE,Insulin-like growth factor-binding protein 3 receptor (IGFBP-3R) (Transmembrane protein 219)
Q80UF7,12.84240731,12.97233545,13.06268704,12.10525705,12.36602435,13.52392944,TCAM1_MOUSE,TIR domain-containing adapter molecule 1 (TICAM-1) (Toll-interleukin-1 receptor domain-containing adapter protein inducing interferon beta) (TIR domain-containing adapter protein inducing IFN-beta)
Q9ESG9,12.83469818,13.08767499,12.98009672,12.28967886,11.09183712,12.3915336,PMYT1_MOUSE,Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase (EC 2.7.11.1) (Myt1 kinase)
